JobCode,Job_Function,Band,Level,Band_Level,SalaryOrgCount,SalaryIncCount,Salary25th,SalaryAvg,Salary50th,Salary75th,Salary_PerfIncentiveOrgCount,Salary_PerfIncentiveIncCount,Salary_PerfIncentive25th,Salary_PerfIncentiveAvg,Salary_PerfIncentive50th,Salary_PerfIncentive75th,PerfIncentive_PctofSalary_OrgCount,PerfIncentive_PctofSalary_IncumbentCount,PerfIncentive_PctOfSalary25th,PerfIncentive_PctOfSalaryAvg,PerfIncentive_PctOfSalary50th,PerfIncentive_PctOfSalary75th,,,,
AAG-A4,AAG,A,4,A4,43,449,50167.03,59788.91,60769.45,65587.88,12,145,52359.48,62851.92,63612.43,70694.63,13,153,4.52038%,5.59834%,5.33148%,7.56374%,,,,
AAG-A5,AAG,A,5,A5,35,339,57717.91,64419.39,65694.90,72756.32,11,119,60473.89,67907.61,67330.40,78239.03,10,131,5.22077%,5.65757%,6.05022%,8.21332%,,,,
AAG-L1,AAG,L,1,L1,37,380,79766.69,92149.00,89227.87,97984.95,29,247,85782.65,100415.20,102564.09,108873.54,29,247,7.20002%,8.30745%,8.43039%,10.84037%,,,,
AAG-L2,AAG,L,2,L2,42,455,101699.55,113893.88,111866.57,126921.69,37,323,109393.68,124966.42,126153.60,143903.72,37,323,7.96989%,9.53333%,9.69728%,13.08162%,,,,
AAG-L3,AAG,L,3,L3,48,618,109263.53,134738.83,133000.70,149764.10,45,479,121636.76,152483.40,151934.46,173714.16,45,479,11.24540%,13.05896%,13.01116%,16.43364%,,,,
AAG-L4,AAG,L,4,L4,45,478,147120.45,171312.55,168383.11,201485.12,41,424,169225.00,202427.62,200524.80,250812.83,41,424,16.16612%,19.85000%,20.27000%,26.93000%,,,,
AAG-L5,AAG,L,5,L5,21,44,185662.90,200269.10,202452.03,240762.03,20,35,224643.36,248147.49,239784.92,306619.35,20,35,20.19166%,24.38000%,24.72000%,29.70000%,,,,
AAG-O1,AAG,O,1,O1,43,612,24442.12,29236.84,28315.88,31960.91,9,109,25236.93,30733.60,30696.72,33034.19,9,109,2.67160%,3.34080%,3.40690%,4.07440%,,,,
AAG-O2,AAG,O,2,O2,44,377,28123.49,33038.51,33160.75,35670.75,12,90,28747.44,34932.30,33723.64,37659.72,12,90,3.50240%,4.15660%,4.13080%,5.86250%,,,,
AAG-O3,AAG,O,3,O3,46,450,30245.14,36642.84,35389.66,42755.27,13,117,31317.01,38548.14,38459.48,45204.40,13,117,3.66590%,4.49530%,4.45120%,6.16080%,,,,
AAG-O4,AAG,O,4,O4,39,427,35524.50,45528.17,44485.58,46188.81,11,129,36423.66,47117.20,47626.06,48174.17,11,129,3.78230%,4.61650%,4.60870%,6.11780%,,,,
AAG-O5,AAG,O,5,O5,25,313,41353.3657,54265.6599,53462.53,53355.1785,9,98,47722.15,64790.51,63760.34,62815.55,9,97,4.36213%,5.29282%,5.21981%,7.15599%,,,,
AAG-P1,AAG,P,1,P1,44,374,47937.00,60425.96,58462.12,62243.86,26,199,49761.80,63398.53,63163.96,65507.67,26,199,3.86150%,4.97810%,4.97710%,5.60630%,,,,
AAG-P2,AAG,P,2,P2,44,635,65864.22,71503.43,72697.54,86117.08,27,387,70306.17,77128.09,74598.29,93946.13,27,387,5.62290%,6.63390%,6.58750%,8.52920%,,,,
AAG-P3,AAG,P,3,P3,48,679,76026.98,91174.87,90673.40,90313.00,36,437,80579.99,97219.60,96169.63,97161.67,36,437,6.29790%,7.24650%,7.24070%,8.23640%,,,,
AAG-P4,AAG,P,4,P4,49,730,99510.11,113447.34,113799.03,133145.81,41,486,108422.62,126409.54,128242.48,151949.92,41,486,8.78680%,11.38930%,11.58180%,15.32770%,,,,
AAG-P5,AAG,P,5,P5,39,475,131069.58,153696.61,153020.35,183964.93,33,310,145301.62,181585.30,175520.35,217450.56,33,310,12.51851%,14.99046%,15.03394%,17.17911%,,,,
AAG-T1,AAG,T,1,T1,43,325,39777.78,51792.59,51124.47,55580.42,21,156,41043.80,53864.62,52835.81,58079.19,21,185,3.13013%,4.32547%,3.68803%,4.89150%,,,,
AAG-T2,AAG,T,2,T2,37,558,56939.85,58096.10,58926.88,70403.32,23,366,59308.15,60872.88,61865.10,75093.77,22,345,4.37405%,4.96945%,5.59674%,7.04256%,,,,
AAG-T3,AAG,T,3,T3,43,634,54690.08,67779.33,67359.10,81031.70,28,417,57716.70,72241.65,71858.77,87181.67,33,402,4.89851%,6.14431%,5.39505%,6.83292%,,,,
AAG-T4,AAG,T,4,T4,46,579,80570.95,92455.95,94286.58,100821.80,33,405,85562.56,101195.67,99434.86,113032.53,40,384,6.17699%,9.37448%,9.20896%,11.06340%,,,,
AAG-T5,AAG,T,5,T5,35,435,104964.34,107776.59,107119.16,139875.28,28,259,116392.51,122566.18,121303.74,159045.78,32,241,9.95342%,12.82154%,11.76440%,12.70390%,,,,
AAH-A1,AAH,A,1,A1,44,694,25064.13,34625.44,34483.48,33838.46,11,117,25817.22,35939.75,35950.53,35179.03,12,143,3.16013%,3.77689%,3.63275%,4.26674%,,,,
AAH-A2,AAH,A,2,A2,53,414,35249.88,39919.38,39029.18,42703.04,13,108,36578.63,41733.92,41020.27,45206.49,14,92,3.62279%,4.32783%,4.30460%,6.10609%,,,,
AAH-A3,AAH,A,3,A3,56,549,36315.36,45425.44,46147.71,51482.20,13,123,37557.23,47623.03,46013.37,54867.62,16,134,3.76410%,4.66293%,4.89248%,6.31328%,,,,
AAH-A4,AAH,A,4,A4,40,474,46400.17,50281.23,50220.90,60776.71,12,146,48463.69,52880.39,53795.22,64199.39,13,142,4.45615%,5.10390%,4.58790%,5.35624%,,,,
AAH-A5,AAH,A,5,A5,35,408,53984.53,53487.96,53610.98,61726.23,10,126,56697.73,56338.48,54591.98,65561.23,11,106,4.99788%,5.18613%,4.82482%,5.99760%,,,,
AAH-L1,AAH,L,1,L1,41,556,72232.20,80081.23,79584.73,88650.24,32,427,77230.91,86091.12,83732.23,98304.95,32,427,6.38780%,7.33893%,7.38003%,10.16658%,,,,
AAH-L2,AAH,L,2,L2,46,542,83282.50,102755.80,102735.25,117570.79,41,468,89381.96,111715.00,113357.21,128078.51,41,468,7.27965%,8.34531%,8.35697%,9.10886%,,,,
AAH-L3,AAH,L,3,L3,53,640,93103.15,125526.82,121484.85,132860.50,49,599,101672.17,142224.57,143163.26,154518.10,49,599,9.36843%,12.38976%,11.96912%,14.82756%,,,,
AAH-L4,AAH,L,4,L4,49,490,134940.71,154215.65,149959.30,163612.28,45,459,151044.81,180057.73,183226.74,194970.37,45,459,12.78984%,17.32000%,18.08000%,18.57000%,,,,
AAH-L5,AAH,L,5,L5,23,54,163781.03,180190.97,179326.06,204886.15,22,50,188406.46,216823.94,215891.59,266052.36,22,50,16.39113%,21.66000%,21.68000%,28.37000%,,,,
AAH-O1,AAH,O,1,O1,47,725,20805.00,26426.49,26592.98,27512.63,10,124,21148.50,26933.50,26478.32,28069.02,10,124,2.54730%,2.99430%,3.00240%,3.39220%,,,,
AAH-O2,AAH,O,2,O2,48,427,26312.29,30600.83,30126.52,32990.26,13,92,27372.53,31911.62,31002.14,35015.71,13,92,2.98590%,3.76150%,3.73100%,5.24650%,,,,
AAH-O3,AAH,O,3,O3,51,500,27715.17,33970.79,33189.46,38074.59,14,125,28805.43,35608.78,35726.29,40048.69,14,125,3.18000%,4.05670%,4.03600%,5.28100%,,,,
AAH-O4,AAH,O,4,O4,42,462,33587.56,38380.51,37302.02,42661.25,12,125,34450.00,39980.99,40340.82,44571.25,12,125,3.52680%,4.02370%,4.02130%,4.52990%,,,,
AAH-O5,AAH,O,5,O5,32,356,39444.4288,45700.8673,45152.46,48490.3134,7,99,45463.62,53786.39,52721.42,55801.17,9,107,3.85127%,4.48361%,4.65787%,5.41867%,,,,
AAH-P1,AAH,P,1,P1,48,399,41106.18,53642.94,51829.81,60764.91,29,208,42643.18,55983.43,55860.27,64054.50,29,208,3.68420%,4.40850%,4.46450%,5.71300%,,,,
AAH-P2,AAH,P,2,P2,48,546,56564.06,68494.12,67583.15,74296.43,30,272,60022.96,73485.06,72412.18,81497.67,30,272,4.95780%,6.10790%,6.17570%,8.29450%,,,,
AAH-P3,AAH,P,3,P3,52,756,70752.05,78858.71,77328.85,88279.62,40,495,74348.77,83550.53,81010.59,94645.41,40,495,5.40000%,6.44390%,6.47350%,7.93370%,,,,
AAH-P4,AAH,P,4,P4,54,758,87239.92,98635.66,97264.62,113865.27,45,583,94320.31,107789.74,108738.29,126310.76,45,583,8.21540%,10.13620%,10.03380%,11.52590%,,,,
AAH-P5,AAH,P,5,P5,42,509,116806.43,128240.43,129420.24,142960.29,36,374,127965.31,138140.59,135474.48,172059.34,36,374,10.32274%,13.29571%,13.55497%,15.24222%,,,,
AAH-T1,AAH,T,1,T1,42,337,33781.93,41696.83,42301.44,55775.93,23,159,34729.13,42999.12,42354.13,58624.78,23,175,2.84310%,3.40072%,3.49481%,4.88633%,,,,
AAH-T2,AAH,T,2,T2,42,509,46445.53,52838.32,53039.11,53953.96,25,253,48119.89,55603.99,53869.15,57412.39,28,227,3.67819%,5.05429%,5.07334%,6.18604%,,,,
AAH-T3,AAH,T,3,T3,50,674,53135.12,70677.97,71377.68,68292.39,37,424,55905.62,75051.61,73212.85,73691.16,31,406,4.10346%,5.23180%,5.67855%,6.78014%,,,,
AAH-T4,AAH,T,4,T4,50,680,69770.43,79890.89,80737.73,82047.05,42,461,74184.94,85421.63,85917.07,89032.76,40,516,5.97561%,7.20894%,7.63960%,8.13631%,,,,
AAH-T5,AAH,T,5,T5,39,484,85969.80,96673.89,95987.51,111935.56,32,332,92424.09,106971.88,104704.07,127109.70,29,303,7.61234%,10.41856%,9.79350%,12.71645%,,,,
AAI-A1,AAI,A,1,A1,26,360,35382.58,41327.59,39930.72,45711.91,6,69,36832.96,43454.49,42233.42,48476.96,5,79,3.95480%,5.07537%,5.03824%,6.55634%,,,,
AAI-A2,AAI,A,2,A2,22,190,45235.38,51824.38,50741.25,53219.98,6,46,47200.40,54921.38,55113.60,56707.44,6,49,4.51887%,5.76495%,5.75628%,7.10576%,,,,
AAI-A3,AAI,A,3,A3,26,336,49638.71,54021.93,53141.38,64793.27,7,92,52157.73,57135.45,55592.80,70175.50,8,80,4.91926%,6.02744%,6.00658%,8.14869%,,,,
AAI-A4,AAI,A,4,A4,21,260,55482.90,67300.71,68357.33,77157.07,6,88,58142.41,71645.11,71910.19,82742.23,7,82,5.13982%,6.28488%,6.40866%,7.95372%,,,,
AAI-A5,AAI,A,5,A5,17,223,64129.54,79752.48,80055.54,83185.84,5,66,67200.28,84913.95,83309.07,90224.31,6,62,5.15873%,7.17739%,6.46345%,8.83762%,,,,
AAI-L1,AAI,L,1,L1,19,223,92687.56,107229.29,106500.13,114310.09,15,149,99912.36,117435.81,119960.68,130389.31,15,149,7.64838%,9.34442%,9.45092%,12.93267%,,,,
AAI-L2,AAI,L,2,L2,22,242,111376.99,122761.55,120073.07,156990.43,20,197,122558.96,135876.22,136609.95,180440.02,20,197,9.16890%,11.23912%,11.21665%,13.96687%,,,,
AAI-L3,AAI,L,3,L3,25,312,121195.16,161914.43,158481.84,191291.39,23,238,136527.34,184827.86,182868.69,226287.26,23,238,12.74816%,14.88492%,15.30556%,17.65732%,,,,
AAI-L4,AAI,L,4,L4,24,228,182589.78,211415.23,210337.01,207752.06,22,189,214439.59,257409.82,262660.98,270917.33,22,189,18.79471%,22.06000%,22.98000%,30.60000%,,,,
AAI-L5,AAI,L,5,L5,11,25,242051.16,276575.86,277792.80,266920.78,11,19,289817.12,351691.14,358267.77,362883.63,11,19,21.19638%,26.65000%,27.17000%,35.33000%,,,,
AAI-O1,AAI,O,1,O1,23,345,26890.69,32586.17,31602.07,35072.38,5,67,27720.41,34132.62,34815.28,36617.28,5,67,3.27810%,4.00800%,4.08130%,5.17070%,,,,
AAI-O2,AAI,O,2,O2,23,201,35062.99,38501.29,38505.14,40114.32,6,42,36067.80,39920.03,40766.33,42173.19,6,42,3.69110%,4.78860%,4.76940%,5.99010%,,,,
AAI-O3,AAI,O,3,O3,24,286,37506.06,42334.13,43032.65,46943.26,7,81,39104.97,44152.26,43666.59,50215.88,7,81,4.29840%,5.12080%,5.10950%,6.66630%,,,,
AAI-O4,AAI,O,4,O4,20,268,42943.83,52342.78,50730.62,56531.18,6,77,44220.30,54426.11,55024.80,60510.98,6,77,4.31580%,5.26570%,5.32630%,6.97860%,,,,
AAI-O5,AAI,O,5,O5,14,176,51312.5277,63778.8069,61597.57,68183.2148,,,,,,,,,,,,,,,,
AAI-P1,AAI,P,1,P1,23,196,54075.66,66762.52,66442.06,75493.85,14,90,56656.94,70671.92,70933.41,81523.92,14,90,4.57490%,5.85100%,5.81530%,7.80410%,,,,
AAI-P2,AAI,P,2,P2,23,330,73348.32,82410.68,81916.22,99201.45,14,206,78440.40,89957.29,87690.36,110142.32,14,206,6.51740%,7.92480%,8.02230%,9.65870%,,,,
AAI-P3,AAI,P,3,P3,25,355,83417.07,107396.90,104056.86,110071.53,19,219,88548.99,116405.81,116929.64,121478.20,19,219,6.66680%,8.39010%,8.49330%,10.32990%,,,,
AAI-P4,AAI,P,4,P4,26,342,106789.31,129530.35,131628.74,142194.62,22,277,117914.21,147024.33,142907.65,165181.59,22,277,10.90850%,12.96630%,13.13490%,17.55250%,,,,
AAI-P5,AAI,P,5,P5,20,257,149969.98,172468.12,170777.93,205653.43,17,216,166377.50,202185.82,195311.50,242037.55,17,216,13.35035%,16.85222%,16.85732%,21.01133%,,,,
AAI-T1,AAI,T,1,T1,22,186,45806.55,59110.77,59885.13,68084.12,13,74,47679.30,62205.09,61645.25,72297.29,11,85,3.89187%,4.97745%,4.79355%,6.41263%,,,,
AAI-T2,AAI,T,2,T2,20,258,62386.92,65888.64,64182.12,85068.24,13,201,65751.66,69949.86,69117.46,92248.60,13,175,5.18590%,6.74004%,6.96095%,8.02348%,,,,
AAI-T3,AAI,T,3,T3,21,347,67664.34,86489.85,87449.88,88585.83,17,171,71476.20,92965.54,92128.85,97368.24,19,175,5.01543%,7.05440%,7.30594%,8.72360%,,,,
AAI-T4,AAI,T,4,T4,24,270,87453.72,108096.90,106767.31,112887.53,18,221,95159.45,120113.02,117434.50,128230.21,19,243,8.89214%,10.44826%,11.07442%,12.94458%,,,,
AAI-T5,AAI,T,5,T5,18,197,119306.87,131654.60,132036.40,158885.44,14,201,131150.06,147315.37,144825.74,189282.82,13,181,10.27909%,12.39098%,12.20595%,17.24474%,,,,
AAJ-A1,AAJ,A,1,A1,58,1015,26773.49,34146.77,34331.16,35179.22,12,208,27611.22,35388.23,35657.18,36866.73,14,245,3.01120%,3.76207%,3.53131%,4.69684%,,,,
AAJ-A2,AAJ,A,2,A2,72,724,31776.73,35735.88,35735.88,42441.73,16,122,32851.31,37095.41,35871.26,45180.84,17,124,3.48122%,4.07760%,4.52344%,6.39816%,,,,
AAJ-A3,AAJ,A,3,A3,74,747,33456.52,44065.86,44757.69,49901.09,21,205,34845.38,46305.49,46606.47,52550.57,19,194,3.96679%,4.86733%,4.62177%,5.76052%,,,,
AAJ-A4,AAJ,A,4,A4,56,825,42690.21,48649.94,48922.38,55588.90,16,221,44280.96,50859.80,50051.13,58628.43,18,209,4.11742%,5.03087%,4.85226%,5.93690%,,,,
AAJ-A5,AAJ,A,5,A5,45,696,51985.99,57174.56,57700.57,66905.38,14,165,54098.36,60415.55,60705.55,71064.16,14,184,4.40519%,5.43385%,5.27867%,5.95394%,,,,
AAJ-L1,AAJ,L,1,L1,52,534,68098.94,81014.33,81751.56,83848.02,41,426,72350.64,87033.85,84518.58,90671.39,41,426,5.81066%,7.07497%,7.14992%,8.01950%,,,,
AAJ-L2,AAJ,L,2,L2,59,830,88453.12,97996.05,94752.38,112889.29,53,719,95202.40,106405.98,105533.45,126268.30,53,719,7.28587%,8.42590%,8.41414%,10.83483%,,,,
AAJ-L3,AAJ,L,3,L3,68,919,98534.85,114280.87,111732.40,135763.84,63,684,109477.60,127667.60,129506.01,157029.70,63,684,10.16256%,11.60584%,12.24636%,15.06656%,,,,
AAJ-L4,AAJ,L,4,L4,64,620,133518.84,139534.03,140287.51,153515.22,58,496,153635.56,162369.99,160989.84,184169.46,58,496,14.62348%,16.97000%,16.65000%,19.43000%,,,,
AAJ-L5,AAJ,L,5,L5,30,85,146816.61,191317.07,192751.95,207984.80,29,83,169882.39,228140.29,225767.63,252846.05,29,83,16.80999%,19.62000%,20.11000%,23.44000%,,,,
AAJ-O1,AAJ,O,1,O1,61,961,21279.77,26223.35,26189.26,27867.14,13,207,21895.02,27038.55,26822.24,28563.94,13,207,2.44980%,3.02150%,3.00340%,4.07630%,,,,
AAJ-O2,AAJ,O,2,O2,62,627,23754.56,27790.01,28318.02,32486.21,16,129,24728.87,28788.65,27887.57,33571.28,16,129,2.81140%,3.58190%,3.59840%,5.10350%,,,,
AAJ-O3,AAJ,O,3,O3,65,739,26538.32,33105.02,33389.73,37475.72,18,177,27107.00,34736.21,34826.53,38558.24,18,177,3.23160%,3.84900%,3.86710%,4.54110%,,,,
AAJ-O4,AAJ,O,4,O4,54,704,32567.75,36467.36,36215.74,39576.51,16,204,33964.80,38130.47,38748.19,41955.30,16,204,3.29850%,3.99190%,4.00950%,4.97190%,,,,
AAJ-O5,AAJ,O,5,O5,42,552,36160.6467,41775.9327,40856.86,46585.179,11,173,41952.68,48700.35,48700.35,55659.98,12,158,3.80053%,4.72441%,4.46257%,5.68686%,,,,
AAJ-P1,AAJ,P,1,P1,62,661,40365.43,53704.37,53811.78,55779.18,37,349,41755.16,56001.39,56376.60,58874.04,37,349,3.54900%,4.27800%,4.29250%,5.87630%,,,,
AAJ-P2,AAJ,P,2,P2,61,702,56153.23,65752.97,64095.99,75797.10,38,413,59646.76,70341.91,69448.57,81930.56,38,413,5.10150%,5.97020%,5.96480%,6.74870%,,,,
AAJ-P3,AAJ,P,3,P3,67,957,64039.74,78981.88,77354.85,93141.01,51,732,67434.15,83827.58,83567.71,100253.21,51,732,5.11530%,6.14750%,6.17580%,7.74280%,,,,
AAJ-P4,AAJ,P,4,P4,69,826,86338.80,100060.86,101942.00,117188.63,58,625,93250.88,109700.06,108219.11,134590.66,58,625,7.96040%,10.02950%,9.98740%,14.16270%,,,,
AAJ-P5,AAJ,P,5,P5,54,593,108103.94,117616.96,115499.85,156080.52,46,407,115230.96,140236.50,142045.55,193506.01,46,407,9.65473%,12.42250%,12.62750%,16.25607%,,,,
AAJ-T1,AAJ,T,1,T1,48,533,36951.01,42283.91,43116.90,42514.22,31,295,38120.96,43726.04,43516.15,44620.56,36,298,3.12312%,3.52079%,3.78384%,5.23285%,,,,
AAJ-T2,AAJ,T,2,T2,57,637,43405.23,52888.95,53650.55,57099.26,30,357,44961.88,55614.53,55052.82,60064.43,35,387,3.97509%,5.21019%,4.66984%,5.25184%,,,,
AAJ-T3,AAJ,T,3,T3,63,813,47210.00,63258.53,64232.71,72606.22,45,650,49455.88,66496.99,65792.12,78148.27,44,571,3.98635%,4.54362%,5.18150%,6.61777%,,,,
AAJ-T4,AAJ,T,4,T4,53,780,65198.70,77007.64,74366.28,93201.52,54,521,69494.69,82595.02,83032.78,103197.51,52,549,6.70111%,7.24489%,7.52122%,10.72172%,,,,
AAJ-T5,AAJ,T,5,T5,47,562,74208.67,91979.92,91188.90,112465.16,36,375,79379.73,101153.37,103307.94,126368.93,43,337,7.06851%,9.51710%,9.75230%,12.10275%,,,,
AAK-A1,AAK,A,1,A1,35,580,25806.10,36320.35,35906.29,33957.42,7,104,26559.85,37612.73,37048.54,35573.44,7,100,2.81093%,3.39371%,3.77215%,4.75562%,,,,
AAK-A2,AAK,A,2,A2,35,365,33349.39,39558.74,38759.65,37993.45,10,92,34606.86,41163.04,40792.57,39869.18,9,89,3.58662%,4.28653%,4.53526%,5.27228%,,,,
AAK-A3,AAK,A,3,A3,33,419,37122.45,43427.14,42463.06,48039.05,11,99,38509.60,45463.18,44444.80,50510.63,11,80,3.81995%,4.47708%,4.45824%,5.19428%,,,,
AAK-A4,AAK,A,4,A4,27,303,46870.81,55815.99,56541.60,59505.48,10,89,48846.96,58562.92,57122.28,63757.60,9,94,4.07873%,4.75085%,4.81720%,6.87753%,,,,
AAK-A5,AAK,A,5,A5,21,246,56365.26,60127.30,60211.48,65147.89,9,76,58650.23,63029.50,63231.20,69323.68,7,71,4.20309%,4.70904%,5.12025%,7.06460%,,,,
AAK-L1,AAK,L,1,L1,28,293,67011.45,79171.36,76574.54,83380.46,22,203,70653.32,85290.82,83303.54,91216.55,22,203,5.51430%,7.12908%,7.05996%,9.67635%,,,,
AAK-L2,AAK,L,2,L2,31,412,85031.87,101464.11,103178.86,119350.74,28,284,90731.24,110513.31,108568.27,131913.92,28,284,6.66915%,8.47198%,8.59062%,11.13300%,,,,
AAK-L3,AAK,L,3,L3,36,377,94928.27,122155.29,121422.36,124760.41,33,285,104359.66,137201.53,139232.12,145155.22,33,285,9.24663%,12.29416%,12.09340%,15.52544%,,,,
AAK-L4,AAK,L,4,L4,34,385,135287.74,142312.88,140149.72,166198.65,31,291,154568.27,165988.07,163996.21,196807.81,31,291,14.53641%,17.17000%,16.15000%,18.73000%,,,,
AAK-L5,AAK,L,5,L5,16,43,154574.88,173533.72,176605.27,178291.89,15,36,181944.27,209310.97,205878.27,229183.41,15,36,18.35034%,21.55000%,21.31000%,27.32000%,,,,
AAK-O1,AAK,O,1,O1,32,539,21026.10,26870.93,26911.24,25938.90,7,106,21548.37,27572.69,27955.95,27130.92,7,106,2.37520%,2.95980%,2.98470%,4.16980%,,,,
AAK-O2,AAK,O,2,O2,33,335,24309.58,28687.72,28309.04,30600.50,9,81,24780.09,29755.42,29826.83,31802.85,9,81,3.11560%,3.61190%,3.58990%,4.28620%,,,,
AAK-O3,AAK,O,3,O3,34,380,26905.85,32048.66,31064.77,34805.89,10,85,27852.63,33737.07,33642.61,36498.67,10,85,3.33530%,3.80610%,3.81450%,4.44670%,,,,
AAK-O4,AAK,O,4,O4,29,311,33434.31,39857.73,39263.85,41518.09,9,82,34401.93,41245.27,41987.69,43388.46,9,82,3.26100%,4.02990%,4.01340%,5.64190%,,,,
AAK-O5,AAK,O,5,O5,21,220,39797.1593,44497.7074,44502.16,49299.519,6,55,45189.17,51494.51,51576.90,58848.15,8,59,3.66928%,4.56709%,4.43922%,6.13162%,,,,
AAK-P1,AAK,P,1,P1,33,265,40791.20,49932.20,50711.14,56406.30,20,122,42256.30,52198.11,51890.15,59448.31,20,122,3.70470%,4.39940%,4.47950%,5.47240%,,,,
AAK-P2,AAK,P,2,P2,33,419,57151.51,63857.76,62472.05,71803.71,20,217,60305.60,68108.06,66711.85,77305.30,20,217,4.51750%,5.85470%,5.85760%,7.21590%,,,,
AAK-P3,AAK,P,3,P3,36,447,62971.01,86581.15,84901.47,82563.66,27,281,66463.27,91777.78,91438.20,88943.16,27,281,5.46010%,6.30930%,6.28280%,7.60210%,,,,
AAK-P4,AAK,P,4,P4,37,506,83555.12,96632.07,96226.22,114706.16,31,364,90094.37,106786.11,103710.67,129184.36,31,364,8.01790%,10.03240%,10.16380%,13.70020%,,,,
AAK-P5,AAK,P,5,P5,29,366,108830.25,131374.11,130809.20,153266.51,24,258,122569.13,150746.08,151771.16,177638.67,24,258,10.18142%,13.01644%,13.04251%,15.73168%,,,,
AAK-T1,AAK,T,1,T1,27,207,31994.30,44829.74,43839.00,47646.47,16,119,32995.50,46225.68,45222.58,49790.16,16,100,3.21976%,3.40910%,3.93300%,4.88138%,,,,
AAK-T2,AAK,T,2,T2,28,350,45499.80,45680.72,45214.78,55113.26,19,171,47242.55,47797.58,47018.48,58076.71,19,195,3.91080%,4.98820%,4.35337%,5.44728%,,,,
AAK-T3,AAK,T,3,T3,35,398,52986.29,67581.12,68736.76,73225.55,25,250,55574.29,71654.10,72986.87,78331.02,23,239,4.03938%,4.99129%,5.45913%,6.46179%,,,,
AAK-T4,AAK,T,4,T4,34,456,63341.38,71611.03,72119.47,87129.76,30,286,67641.71,78126.09,78719.85,96669.70,30,291,6.34718%,8.45292%,7.67423%,10.14503%,,,,
AAK-T5,AAK,T,5,T5,27,309,91096.74,90459.56,90142.95,105469.94,22,206,99015.64,98849.37,99215.12,120352.16,19,236,8.35426%,9.59237%,9.45400%,13.10627%,,,,
AAL-A1,AAL,A,1,A1,21,295,27219.01,30613.13,30870.28,32559.46,6,49,27952.10,31678.73,32331.31,34132.60,5,50,2.89851%,3.66058%,3.53461%,5.24546%,,,,
AAL-A2,AAL,A,2,A2,26,209,33296.91,36734.62,36205.64,38302.44,7,42,34356.70,38409.81,38087.16,40674.30,7,45,3.47549%,4.46296%,4.09971%,6.23923%,,,,
AAL-A3,AAL,A,3,A3,27,300,36587.37,47999.41,48201.01,47569.69,7,74,37872.52,50195.37,49161.35,50381.58,8,72,3.74833%,4.53327%,4.84718%,6.04965%,,,,
AAL-A4,AAL,A,4,A4,21,244,43555.76,50951.36,50207.47,55269.08,7,58,45266.43,53430.37,51747.31,59015.84,7,52,3.94490%,4.77752%,4.65236%,6.66450%,,,,
AAL-A5,AAL,A,5,A5,18,204,51247.80,56597.15,55957.61,64158.72,6,49,53491.97,59437.46,60614.32,68631.22,6,43,4.28563%,5.08610%,5.37478%,7.09589%,,,,
AAL-L1,AAL,L,1,L1,19,225,65844.89,80745.13,79889.23,86528.41,15,144,69635.51,86443.38,83556.17,93115.83,15,144,5.69671%,6.96169%,7.08004%,7.55689%,,,,
AAL-L2,AAL,L,2,L2,22,251,81404.20,92548.42,93982.92,115251.31,19,194,87251.79,100293.89,101316.89,128508.72,19,194,7.22421%,8.34206%,8.37121%,11.47783%,,,,
AAL-L3,AAL,L,3,L3,25,279,94052.85,115695.11,115116.64,129637.27,23,232,103094.47,129863.65,130772.70,149405.46,23,232,9.64766%,12.06472%,12.38976%,15.88872%,,,,
AAL-L4,AAL,L,4,L4,23,221,136213.40,149092.57,147035.09,151913.77,21,184,153939.57,172012.17,170154.44,185996.95,21,184,13.05531%,16.04000%,16.90000%,22.69000%,,,,
AAL-L5,AAL,L,5,L5,11,32,161104.47,182886.00,183178.62,198240.41,11,27,188371.08,219021.72,222723.19,257103.97,11,27,16.08974%,19.93000%,20.91000%,28.54000%,,,,
AAL-O1,AAL,O,1,O1,22,281,20189.75,24219.11,23870.35,26230.93,5,51,20679.87,24936.00,24594.38,27470.57,5,51,2.51830%,2.93370%,2.90670%,4.17230%,,,,
AAL-O2,AAL,O,2,O2,23,210,25107.68,28591.71,28362.97,30181.91,6,44,26205.11,29227.94,28330.64,32043.81,6,44,3.03150%,3.55980%,3.56410%,5.10550%,,,,
AAL-O3,AAL,O,3,O3,24,274,27702.65,34316.53,33407.15,37884.61,7,63,28204.34,35924.63,35604.90,39308.65,7,63,3.19720%,3.79620%,3.83680%,5.23380%,,,,
AAL-O4,AAL,O,4,O4,20,243,32276.97,37114.99,36736.42,39238.85,6,55,33444.20,38342.23,37728.75,41250.51,6,55,3.20930%,3.92530%,3.89430%,5.27050%,,,,
AAL-O5,AAL,O,5,O5,17,195,35866.0603,41056.4195,41040.00,47107.2343,5,34,41417.64,47527.81,46577.26,54531.63,5,44,3.51033%,4.27779%,4.42198%,5.81652%,,,,
AAL-P1,AAL,P,1,P1,23,194,40005.19,49825.84,49800.92,59344.47,14,113,41280.15,51887.22,51326.84,62712.66,14,113,3.42430%,4.20830%,4.21970%,5.55240%,,,,
AAL-P2,AAL,P,2,P2,23,336,60097.58,62307.87,63566.49,77932.28,14,202,63444.38,66579.41,67125.36,84671.69,14,202,4.64880%,5.75630%,5.70220%,7.82630%,,,,
